timestamp,market_slug,question,strategy,side,entry_price,size,confidence,reason,status,payout,end_date,market_type,strategy_version,fees,fill_price,order_id,executor_type,edge_gross,edge_net,reference_symbol,reference_price,best_bid,best_ask,spread,decision_latency_ms,thesis_id,cancel_reason,strategy_mode,model_up_probability,selected_side_probability,interval_open,interval_high,interval_low,interval_close,interval_return,late_return_60s,late_return_20s,body_ratio,wick_imbalance,candle_regime,trend_alignment,market_yes_at_open,market_yes_at_decision,market_yes_at_close,contrarian_block_reason,wallet_signal_source,wallet_lead_score,wallet_cluster,cluster_id,signal_epoch_id,book_age_ms,tick_size,expected_fill_price,expected_cost,markout_1s,markout_5s,markout_30s
2026-04-15T13:14:35.630990+00:00,eth-updown-5m-1776258600,"Ethereum Up or Down - April 15, 9:10AM-9:15AM ET",updown,YES,0.1613,5.00,0.4800,"ETH uncertain, model UP 50%; selected YES 50% vs market 16%; underpriced by 34.0%, net edge 31.9%, 24s to close, interval +0.000% | 60s +0.000% | 20s +0.000%",lost,0.00,2026-04-15T13:15:00+00:00,5m,13,0.0288,0.1613,sim-ca38d986,SimulationExecutor,0.340000,0.319240,ETH,2334.350000,0.160000,0.160000,0.010000,0.044,crypto-ref:ETH:5m:close,,shadow,0.500000,0.500000,2334.350000,2334.350000,2334.350000,2334.350000,0.000000,0.000000,0.000000,0.000000,0.000000,uncertain,uncertain_mispricing,,0.160000,0.000000,,,,,crypto_beta,eth-updown-5m-1776258600,,,0.160000,0.020760,,,
2026-04-15T13:14:35.632728+00:00,btc-updown-5m-1776258600,"Bitcoin Up or Down - April 15, 9:10AM-9:15AM ET",updown,YES,0.1709,5.00,0.4800,"BTC uncertain, model UP 50%; selected YES 50% vs market 17%; underpriced by 33.0%, net edge 30.9%, 24s to close, interval +0.000% | 60s +0.000% | 20s +0.000%",lost,0.00,2026-04-15T13:15:00+00:00,5m,13,0.0306,0.1709,sim-9e0158f0,SimulationExecutor,0.330000,0.308880,BTC,74298.000000,0.170000,0.170000,0.010000,0.052,crypto-ref:BTC:5m:close,,shadow,0.500000,0.500000,74298.000000,74298.000000,74298.000000,74298.000000,0.000000,0.000000,0.000000,0.000000,0.000000,uncertain,uncertain_mispricing,,0.170000,0.000000,,,,,crypto_beta,btc-updown-5m-1776258600,,,0.170000,0.021120,,,
2026-04-15T13:29:25.906474+00:00,eth-updown-5m-1776259500,"Ethereum Up or Down - April 15, 9:25AM-9:30AM ET",updown,NO,0.3188,5.00,0.3809,"ETH uncertain, model UP 54%; selected NO 46% vs market 32%; underpriced by 14.8%, net edge 12.2%, 34s to close, interval +0.042% | 60s -0.003% | 20s -0.003%",lost,0.00,2026-04-15T13:30:00+00:00,5m,13,0.0567,0.3188,sim-0e0b3205,SimulationExecutor,0.148445,0.122105,ETH,2331.510000,0.315000,0.315000,0.010000,0.353,crypto-ref:ETH:5m:close,,shadow,0.536555,0.463445,2330.520000,2331.580000,2330.330000,2331.510000,0.000425,-0.000030,-0.000030,0.792000,-0.096000,uncertain,uncertain_mispricing,,0.685000,1.000000,,,,,crypto_beta,eth-updown-5m-1776259500,,,0.315000,0.026340,,,
2026-04-15T13:29:25.908293+00:00,xrp-updown-5m-1776259500,"XRP Up or Down - April 15, 9:25AM-9:30AM ET",updown,NO,0.3552,5.00,0.3558,"XRP uncertain, model UP 50%; selected NO 50% vs market 35%; underpriced by 15.0%, net edge 12.2%, 34s to close, interval +0.000% | 60s +0.000% | 20s +0.000%",lost,0.00,2026-04-15T13:30:00+00:00,5m,13,0.0630,0.3552,sim-15d116aa,SimulationExecutor,0.150000,0.122400,XRP,1.370000,0.350000,0.350000,0.010000,0.168,crypto-ref:XRP:5m:close,,shadow,0.500000,0.500000,1.370000,1.370000,1.370000,1.370000,0.000000,0.000000,0.000000,0.000000,0.000000,uncertain,uncertain_mispricing,,0.650000,1.000000,,,,,crypto_beta,xrp-updown-5m-1776259500,,,0.350000,0.027600,,,
2026-04-15T13:34:05.939935+00:00,bnb-updown-5m-1776259800,"BNB Up or Down - April 15, 9:30AM-9:35AM ET",updown,YES,0.1266,5.00,0.6793,"BNB uncertain, model UP 30%; selected YES 30% vs market 12%; underpriced by 17.8%, net edge 15.9%, 54s to close, interval -0.092% | 60s -0.073% | 20s -0.073%",lost,0.00,2026-04-15T13:35:00+00:00,5m,13,0.0225,0.1266,sim-5c966d03,SimulationExecutor,0.178323,0.158823,BNB,618.210000,0.125000,0.125000,0.010000,0.566,crypto-ref:BNB:5m:close,,shadow,0.303323,0.303323,618.780000,618.830000,618.210000,618.210000,-0.000921,-0.000727,-0.000727,0.919355,0.080645,uncertain,uncertain_mispricing,,0.125000,0.000000,,,,,crypto_beta,bnb-updown-5m-1776259800,,,0.125000,0.019500,,,
2026-04-15T13:44:26.207522+00:00,xrp-updown-5m-1776260400,"XRP Up or Down - April 15, 9:40AM-9:45AM ET",updown,NO,0.7956,3.04,0.9000,"XRP trend_strong, model UP 2%; selected NO 98% vs market 78%; underpriced by 19.5%, net edge 17.2%, 34s to close, interval -0.730% | 60s -0.730% | 20s -0.730%",won,3.80,2026-04-15T13:45:00+00:00,5m,13,0.0235,0.7956,sim-0270b1f2,SimulationExecutor,0.195000,0.172260,XRP,1.360000,0.785000,0.785000,0.010000,0.165,crypto-ref:XRP:5m:close,,shadow,0.020000,0.980000,1.370000,1.370000,1.360000,1.360000,-0.007299,-0.007299,-0.007299,1.000000,0.000000,trend_strong,follow_trend,,0.215000,0.000000,,,,,crypto_beta,xrp-updown-5m-1776260400,,,0.785000,0.022740,,,
2026-04-15T13:44:26.209102+00:00,eth-updown-5m-1776260400,"Ethereum Up or Down - April 15, 9:40AM-9:45AM ET",updown,YES,0.0857,5.00,0.7171,"ETH uncertain, model UP 24%; selected YES 24% vs market 8%; underpriced by 15.7%, net edge 13.9%, 34s to close, interval -0.181% | 60s -0.090% | 20s -0.090%",lost,0.00,2026-04-15T13:45:00+00:00,5m,13,0.0153,0.0857,sim-d74fcf5c,SimulationExecutor,0.157131,0.139071,ETH,2324.470000,0.085000,0.085000,0.010000,0.448,crypto-ref:ETH:5m:close,,shadow,0.242131,0.242131,2328.680000,2329.310000,2324.470000,2324.470000,-0.001808,-0.000903,-0.000903,0.869835,0.130165,uncertain,uncertain_mispricing,,0.085000,0.000000,,,,,crypto_beta,eth-updown-5m-1776260400,,,0.085000,0.018060,,,
2026-04-15T13:59:37.021919+00:00,bnb-updown-5m-1776261300,"BNB Up or Down - April 15, 9:55AM-10:00AM ET",updown,NO,0.0151,4.01,0.6904,"BNB uncertain, model UP 71%; selected NO 29% vs market 2%; underpriced by 27.1%, net edge 25.6%, 23s to close, interval +0.118% | 60s +0.081% | 20s +0.081%",lost,0.00,2026-04-15T14:00:00+00:00,5m,13,0.0022,0.0151,sim-b200ef6a,SimulationExecutor,0.271396,0.255856,BNB,618.620000,0.015000,0.015000,0.010000,0.330,crypto-ref:BNB:5m:close,,shadow,0.713604,0.286396,617.890000,618.620000,617.890000,618.620000,0.001181,0.000809,0.000809,1.000000,0.000000,uncertain,uncertain_mispricing,,0.985000,1.000000,,,,,crypto_beta,bnb-updown-5m-1776261300,,,0.015000,0.015540,,,
2026-04-15T13:59:37.023254+00:00,sol-updown-5m-1776261300,"Solana Up or Down - April 15, 9:55AM-10:00AM ET",updown,NO,0.0151,5.00,0.6422,"SOL uncertain, model UP 86%; selected NO 14% vs market 2%; underpriced by 12.7%, net edge 11.2%, 23s to close, interval +0.204% | 60s +0.156% | 20s +0.156%",lost,0.00,2026-04-15T14:00:00+00:00,5m,13,0.0027,0.0151,sim-03ce8e5f,SimulationExecutor,0.127078,0.111538,SOL,83.580000,0.015000,0.015000,0.010000,0.305,crypto-ref:SOL:5m:close,,shadow,0.857922,0.142078,83.410000,83.580000,83.410000,83.580000,0.002038,0.001558,0.001558,1.000000,0.000000,uncertain,uncertain_mispricing,,0.985000,1.000000,,,,,crypto_beta,sol-updown-5m-1776261300,,,0.015000,0.015540,,,
2026-04-15T14:04:26.289072+00:00,sol-updown-5m-1776261600,"Solana Up or Down - April 15, 10:00AM-10:05AM ET",updown,YES,0.2965,5.00,0.7218,"SOL uncertain, model UP 77%; selected YES 77% vs market 30%; underpriced by 47.1%, net edge 44.5%, 34s to close, interval +0.192% | 60s +0.084% | 20s +0.084%",pending,0.00,2026-04-15T14:05:00+00:00,5m,13,0.0531,0.2965,sim-899fa7f5,SimulationExecutor,0.470970,0.445350,SOL,83.610000,0.295000,0.295000,0.010000,0.336,crypto-ref:SOL:5m:close,,shadow,0.765970,0.765970,83.450000,83.610000,83.450000,83.610000,0.001917,0.000838,0.000838,1.000000,0.000000,uncertain,uncertain_mispricing,,0.295000,,,,,,crypto_beta,sol-updown-5m-1776261600,,,0.295000,0.025620,,,
